model,Product Description,Product Code (SKU),Categories,Price ($),Status,Hub Diameter,Hub Thickness,Shaft Diameter,Weight,diameter_in,pitch_in,Diameter (METERS),Pitch (-),Color,UPC Code,Product Weight (NOT for Shipping Calculations) (LBS) ,mass_g,manufacturer,price_usd,url,id,Weight (KG),Ct_static,Cp_static,BETA,J,V,Pe,ct,cp,PWR_Hp,Torque_In-Lbf,Thrust_Lbf,Ct*,Cp*,Dominated,J_adv-ratio,V_mph,Efficiency,diam_diff,mass_score,score
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1481,,,,0.392857143,,,,0.0723,0.0322,0.301,3.163,3.185,0.074498824,0.035231386,,0.24,19.0,0.5349,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1482,,,,0.392857143,,,,0.0691,0.0316,0.296,3.105,3.043,0.071652505,0.034658122,,0.26,20.7,0.5681,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1484,,,,0.392857143,,,,0.0624,0.0302,0.282,2.963,2.747,0.065612266,0.033215193,,0.3,24.1,0.6269,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1483,,,,0.392857143,,,,0.0658,0.031,0.289,3.039,2.898,0.068689982,0.033986057,,0.28,22.4,0.5986,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1486,,,,0.392857143,,,,0.0553,0.0284,0.265,2.785,2.435,0.057420629,0.030855782,,0.35,27.6,0.6756,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1513,,,,0.392857143,,,,0.0661,0.0309,0.458,4.124,3.966,0.068689982,0.033986057,,0.28,26.2,0.6052,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1512,,,,0.392857143,,,,0.0695,0.0316,0.468,4.217,4.166,0.071652505,0.034658122,,0.26,24.2,0.5739,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1511,,,,0.392857143,,,,0.0727,0.0322,0.478,4.301,4.361,0.074498824,0.035231386,,0.24,22.2,0.5401,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1510,,,,0.392857143,,,,0.0759,0.0328,0.486,4.378,4.551,0.077227928,0.03570585,,0.22,20.2,0.5033,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1508,,,,0.392857143,,,,0.0818,0.0338,0.501,4.515,4.905,0.083531252,0.036459761,,0.17,16.1,0.4208,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1507,,,,0.392857143,,,,0.0846,0.0343,0.509,4.58,5.07,0.085842156,0.036588425,,0.15,14.1,0.3752,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1506,,,,0.392857143,,,,0.0872,0.0348,0.516,4.648,5.227,0.088031301,0.036618289,,0.13,12.1,0.3267,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1505,,,,0.392857143,,,,0.0896,0.0354,0.525,4.723,5.374,0.090097677,0.036549354,,0.11,10.1,0.2754,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1504,,,,0.392857143,,,,0.0919,0.036,0.534,4.81,5.512,0.092040275,0.036381618,,0.09,8.1,0.2219,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1503,,,,0.392857143,,,,0.0941,0.0368,0.545,4.91,5.64,0.093858085,0.036115082,,0.07,6.0,0.1668,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1502,,,,0.392857143,,,,0.096,0.0376,0.558,5.023,5.757,0.096348613,0.035530029,,0.04,4.0,0.111,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1501,,,,0.392857143,,,,0.0978,0.0385,0.571,5.141,5.863,0.097850034,0.035016493,,0.02,2.0,0.0552,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1500,,,,0.392857143,,,,0.0993,0.0394,0.585,5.265,5.957,0.099223132,0.034404157,,0.0,0.0,0.0,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1499,,,,0.392857143,,,,0.0,0.0055,0.052,0.542,0.001,-0.000902043,0.006231682,,0.63,50.0,0.0018,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1498,,,,0.392857143,,,,0.0047,0.0077,0.072,0.755,0.208,0.003930567,0.008632747,,0.61,48.3,0.3721,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1497,,,,0.392857143,,,,0.0094,0.0099,0.093,0.973,0.413,0.008664647,0.010935011,,0.59,46.6,0.5543,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1496,,,,0.392857143,,,,0.014,0.0121,0.113,1.188,0.616,0.015578813,0.014203157,,0.56,44.8,0.6516,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1495,,,,0.392857143,,,,0.0185,0.0142,0.133,1.397,0.816,0.020062148,0.016258422,,0.54,43.1,0.7055,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1494,,,,0.392857143,,,,0.023,0.0163,0.152,1.599,1.013,0.024443419,0.018214886,,0.52,41.4,0.7342,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1525,,,,0.392857143,,,,0.0184,0.0138,0.205,1.849,1.106,0.020062148,0.016258422,,0.54,50.4,0.7239,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_52,,,,0.392857143,0.0,0.0,0.0,0.0993,0.0394,0.585,5.265,5.957,0.099223132,0.034404157,0.0,,,,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1492,,,,0.392857143,,,,0.0317,0.0201,0.188,1.976,1.396,0.032895725,0.021831414,,0.48,37.9,0.7505,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1491,,,,0.392857143,,,,0.0359,0.0218,0.204,2.144,1.581,0.036964741,0.023491479,,0.46,36.2,0.7476,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1523,,,,0.392857143,,,,0.0273,0.0179,0.265,2.386,1.636,0.028721614,0.02007255,,0.5,46.4,0.7638,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1524,,,,0.392857143,,,,0.0229,0.0159,0.236,2.122,1.373,0.024443419,0.018214886,,0.52,48.4,0.7519,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1526,,,,0.392857143,,,,0.0139,0.0117,0.174,1.566,0.834,0.015578813,0.014203157,,0.56,52.4,0.6708,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1527,,,,0.392857143,,,,0.0093,0.0095,0.142,1.276,0.56,0.008664647,0.010935011,,0.59,54.4,0.5735,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1528,,,,0.392857143,,,,0.0047,0.0074,0.109,0.983,0.281,0.003930567,0.008632747,,0.61,56.5,0.3878,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1529,,,,0.392857143,,,,0.0,0.0052,0.078,0.698,0.001,-0.000902043,0.006231682,,0.63,58.5,0.0017,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1427,,,,0.392857143,,,,0.051,0.0284,0.079,1.24,0.999,0.053947686,0.029739118,,0.37,19.6,0.6647,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1428,,,,0.392857143,,,,0.0472,0.0273,0.075,1.189,0.925,0.050364095,0.028523654,,0.39,20.8,0.6798,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1429,,,,0.392857143,,,,0.0434,0.0259,0.072,1.132,0.85,0.046670864,0.027209389,,0.41,22.0,0.6923,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1430,,,,0.392857143,,,,0.0395,0.0245,0.068,1.07,0.773,0.040927652,0.025052743,,0.44,23.1,0.7012,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1431,,,,0.392857143,,,,0.0354,0.0229,0.064,1.001,0.693,0.036964741,0.023491479,,0.46,24.3,0.7065,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1432,,,,0.392857143,,,,0.0313,0.0212,0.059,0.924,0.612,0.032895725,0.021831414,,0.48,25.4,0.7078,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1433,,,,0.392857143,,,,0.027,0.0193,0.053,0.841,0.529,0.028721614,0.02007255,,0.5,26.6,0.7032,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1434,,,,0.392857143,,,,0.0227,0.0172,0.048,0.751,0.445,0.024443419,0.018214886,,0.52,27.7,0.69,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1435,,,,0.392857143,,,,0.0183,0.015,0.042,0.656,0.358,0.020062148,0.016258422,,0.54,28.9,0.6634,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1436,,,,0.392857143,,,,0.0138,0.0128,0.035,0.557,0.271,0.013299186,0.013138475,,0.57,30.0,0.6139,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1437,,,,0.392857143,,,,0.0093,0.0105,0.029,0.457,0.182,0.008664647,0.010935011,,0.59,31.2,0.5213,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1438,,,,0.392857143,,,,0.0047,0.0082,0.023,0.357,0.091,0.003930567,0.008632747,,0.61,32.4,0.3471,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1439,,,,0.392857143,,,,0.0,0.0059,0.016,0.259,0.001,-0.000902043,0.006231682,,0.63,33.5,0.0043,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1440,,,,0.392857143,,,,0.0971,0.034,0.184,2.317,2.971,0.099223132,0.034404157,,0.0,0.0,0.0,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1441,,,,0.392857143,,,,0.0956,0.0341,0.184,2.324,2.925,0.097850034,0.035016493,,0.02,1.4,0.0609,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1442,,,,0.392857143,,,,0.094,0.0342,0.185,2.329,2.875,0.096348613,0.035530029,,0.04,2.9,0.1194,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1521,,,,0.392857143,,,,0.0358,0.0215,0.318,2.868,2.15,0.036964741,0.023491479,,0.46,42.3,0.7622,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1514,,,,0.392857143,,,,0.0627,0.0301,0.446,4.018,3.759,0.065612266,0.033215193,,0.3,28.2,0.6342,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1515,,,,0.392857143,,,,0.0592,0.0292,0.433,3.899,3.547,0.060781912,0.031873647,,0.33,30.2,0.6608,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1516,,,,0.392857143,,,,0.0555,0.0282,0.418,3.767,3.33,0.057420629,0.030855782,,0.35,32.3,0.6847,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1517,,,,0.392857143,,,,0.0518,0.0271,0.402,3.621,3.107,0.053947686,0.029739118,,0.37,34.3,0.7061,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1518,,,,0.392857143,,,,0.048,0.0259,0.384,3.458,2.877,0.050364095,0.028523654,,0.39,36.3,0.725,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1519,,,,0.392857143,,,,0.044,0.0245,0.364,3.277,2.64,0.046670864,0.027209389,,0.41,38.3,0.7411,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1520,,,,0.392857143,,,,0.04,0.0231,0.342,3.082,2.398,0.042869003,0.025796325,,0.43,40.3,0.7535,0.4337567086648306,0.12386457473162676,0.248931491238819
APC MR,,,,,,,,,,14.0,5.500000002,,,,,,15.0,APC MR,10.0,,prop_1522,,,,0.392857143,,,,0.0316,0.0197,0.293,2.635,1.895,0.032895725,0.021831414,,0.48,44.4,0.7662,0.4337567086648306,0.12386457473162676,0.248931491238819
14x4.7SF,,LP14047SF,"Multi Rotor (Electric Only), Slow Fly (Electric Only)",5.75,,0.50 in.,0.30 in.,1/4 in.,0.88 oz.,14.0,4.7,0.3556,0.335714286,,,,24.9,APC,10.0,,prop_43,0.0249,0.1207,0.0496,,,,,,,,,,,,,,,,0.4337567086648306,0.2056151940545004,0.2734566770356811
14x4.7SFP,"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF",LP14047SFP,"Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation)",5.75, ,0.50 in.,0.30 in.,1/4 in.,0.88 oz.,14.0,4.7,0.3556,0.335714286,Grey,686661000000.0,0.055,24.9,APC,10.0,,prop_550,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.2056151940545004,0.2734566770356811
14x4.7SF,"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF",LP14047SF,"Multi Rotor (Electric Only), Slow Fly (Electric Only)",5.75, ,0.50 in.,0.30 in.,1/4 in.,0.88 oz.,14.0,4.7,0.3556,0.335714286,Grey,686661000000.0,0.055,24.9,APC,10.0,,prop_549,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.2056151940545004,0.2734566770356811
15x11-4,"4 Blade
140 Pattern",LP415011,"Sport, Pattern, 4 Bladed (for IC Engines)",24.95,Discontinued,,,5/16 in.,,15.0,11.0,0.381,0.733333333,Grey,686661000000.0,,0.0,APC,10.0,,prop_611,,,,,,,,,,,,,,,,,,,0.5662432913351694,0.0,0.276455762361338
14.5x13W,120 Pattern Wide Blade,LP14513W,"Sport, Pattern",10.49,Discontinued,1.25 in.,0.76 in.,5/16 in.,3.53 oz.,14.5,13.0,0.3683,0.896551724,Grey,686661000000.0,0.2206,100.1,APC,10.0,,prop_590,,,,,,,,,,,,,,,,,,,0.06624329133516937,0.8265895953757225,0.28031870038372025
14x5.5MR,"Multi-Rotor
Use LPAR06E adapter rings (not included)",LP14055MR,Multi Rotor (Electric Only),5.49, ,0.65 in.,0.38 in.,1/4 in.,1.06 oz.,14.0,5.5,0.3556,0.392857143,Grey,686661000000.0,0.0663,30.1,APC,10.0,,prop_552,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.2485549132947977,0.2863385928077703
14x5.5MRP,"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)",LP14055MRP,Multi Rotor (Electric Only),5.49, ,0.65 in.,0.38 in.,1/4 in.,1.06 oz.,14.0,5.5,0.3556,0.392857143,Grey,686661000000.0,0.0663,30.1,APC,10.0,,prop_553,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.2485549132947977,0.2863385928077703
14x10F,"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included",LP14010F,Folding (Electric Only),7.69, ,,See LPFH,See LPFH,1.06 oz.,14.0,10.0,0.3556,0.714285714,Grey,686661000000.0,0.0663,30.1,APC,10.0,,prop_567,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.2485549132947977,0.2863385928077703
14x5.5MR,,LP14055MR,Multi Rotor (Electric Only),5.49,,0.65 in.,0.38 in.,1/4 in.,1.06 oz.,14.0,5.5,0.3556,0.392857143,,,,30.1,APC,10.0,,prop_44,0.0301,0.0963,0.0346,,,,,,,,,,,,,,,,0.4337567086648306,0.2485549132947977,0.2863385928077703
14x7EP,"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14070EP,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.20 oz.,14.0,7.0,0.3556,0.5,Grey,686661000000.0,0.075,34.0,APC,10.0,,prop_559,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.28075970272502065,0.29600002963683714
14x10E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14010E,Thin Electric,5.99, ,0.80 in.,0.44 in.,1/4 in.,1.20 oz.,14.0,10.0,0.3556,0.714285714,Grey,686661000000.0,0.075,34.0,APC,10.0,,prop_566,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.28075970272502065,0.29600002963683714
14x7E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14070E,Thin Electric,5.99, ,0.80 in.,0.44 in.,1/4 in.,1.20 oz.,14.0,7.0,0.3556,0.5,Grey,686661000000.0,0.075,34.0,APC,10.0,,prop_558,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.28075970272502065,0.29600002963683714
14x12E,Thin Electric,LP14012E,Thin Electric,5.99, ,0.80 in.,0.44 in.,1/4 in.,1.23 oz.,14.0,12.0,0.3556,0.857142857,Grey,686661000000.0,0.0772,35.0,APC,10.0,,prop_571,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.28901734104046245,0.2984773211314697
B14x12E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black",LPB14012E,"Thin Electric, Black Thin Electric",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.23 oz.,14.0,12.0,0.3556,0.857142857,Black,686661000000.0,0.0772,35.0,APC,10.0,,prop_573,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.28901734104046245,0.2984773211314697
B14x10E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
The material is the same fiberglass composite used in our grey props, just the color is black",LPB14010E,"Thin Electric, Black Thin Electric",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.20 oz.,14.0,10.0,0.3556,0.714285714,Black,686661000000.0,0.075,36.0,APC,10.0,,prop_568,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.29727497935590425,0.30095461262610224
14x14E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14014E,Thin Electric,5.99, ,0.80 in.,0.46 in.,1/4 in.,1.27 oz.,14.0,14.0,0.3556,1.0,Grey,686661000000.0,0.0794,36.0,APC,10.0,,prop_580,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.29727497935590425,0.30095461262610224
B14x8.5E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E 
The material is the same fiberglass composite used in our grey props, just the color is black",LPB14085E,"Thin Electric, Black Thin Electric, Multi Rotor (Electric Only)",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.31 oz.,14.0,8.5,0.3556,0.607142857,Black,686661000000.0,0.0816,37.0,APC,10.0,,prop_563,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
14x8.5EP,"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14085EP,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation)",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.31 oz.,14.0,8.5,0.3556,0.607142857,Grey,686661000000.0,0.0816,37.0,APC,10.0,,prop_562,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
14x8.5E,,LPB14085E,"Thin Electric, Multi Rotor (Electric Only)",5.99,,0.80 in.,0.44 in.,1/4 in.,1.31 oz.,14.0,8.5,0.3556,0.607142857,,,,37.0,APC,10.0,,prop_45,0.037,0.093,0.0388,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
14x8.5E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14085E,Thin Electric,5.99, ,0.80 in.,0.44 in.,1/4 in.,1.31 oz.,14.0,8.5,0.3556,0.607142857,Grey,686661000000.0,0.0816,37.0,APC,10.0,,prop_561,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
B14x8.5EP,"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E 
The material is the same fiberglass composite used in our grey props, just the color is black",LPB14085EP,"Thin Electric, Electric Reverse Rotation (Left Hand Rotation), Black Thin Electric, Multi Rotor (Electric Only)",5.99, ,0.80 in.,0.44 in.,1/4 in.,1.31 oz.,14.0,8.5,0.3556,0.607142857,Black,686661000000.0,0.0816,37.0,APC,10.0,,prop_564,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
14x6E,"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E",LP14060E,Thin Electric,5.99, ,0.80 in.,0.45 in.,1/4 in.,1.31 oz.,14.0,6.0,0.3556,0.428571429,Grey,686661000000.0,0.0816,37.0,APC,10.0,,prop_555,,,,,,,,,,,,,,,,,,,0.4337567086648306,0.305532617671346,0.3034319041207348
13.8x10-4,"4 Blade
120 Pattern",LP413810,"Sport, Pattern, 4 Bladed (for IC Engines)",21.95,Discontinued,,,5/16 in.,,13.8,10.0,0.35052,0.724637681,Grey,686661000000.0,,0.0,APC,10.0,,prop_547,,,,,,,,,,,,,,,,,,,0.6337567086648299,0.0,0.3094176950554644
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1662,,,,0.366666667,,,,0.0673,0.03,0.396,4.164,3.91,0.067509806,0.031682432,,0.25,21.6,0.5686,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1661,,,,0.366666667,,,,0.0705,0.0306,0.404,4.244,4.092,0.070344604,0.032245839,,0.23,19.8,0.5353,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1660,,,,0.366666667,,,,0.0736,0.0311,0.411,4.315,4.27,0.073057769,0.032710445,,0.21,18.0,0.4994,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1659,,,,0.366666667,,,,0.0765,0.0316,0.417,4.381,4.443,0.075648292,0.033076252,,0.19,16.2,0.4606,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1658,,,,0.366666667,,,,0.0794,0.032,0.423,4.44,4.608,0.078115163,0.033343259,,0.17,14.4,0.4189,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1657,,,,0.366666667,,,,0.0821,0.0324,0.428,4.495,4.766,0.080457373,0.033511465,,0.15,12.6,0.3745,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1656,,,,0.366666667,,,,0.0847,0.0328,0.433,4.547,4.916,0.082673911,0.033580872,,0.13,10.8,0.3273,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1655,,,,0.366666667,,,,0.0871,0.0332,0.438,4.599,5.059,0.084763767,0.033551479,,0.11,9.0,0.2775,0.5662432913351694,0.12386457473162676,0.31361513478082603
APC MR,,,,,,,,,,15.0,5.500000005,,,,,,15.0,APC MR,10.0,,prop_1654,,,,0.366666667,,,,0.0895,0.0336,0.443,4.654,5.193,0.087658814,0.033322139,,0.08,7.2,0.2252,0.5662432913351694,0.12386457473162676,0.31361513478082603
